,Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
522,2020.0,Female,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Good,2.0,4.0,2.0,4.0,90.0,Programming,2.0,Hardware,3.7,3.7,11,False,60000.0
523,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,Single,No,Bachelor,No,No,Poor,2.0,3.0,2.0,3.0,70.0,Programming,2.0,Software,3.24,3.24,11,False,40000.0
524,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Family,No,No,Poor,11.0,2.5,1.5,2.0,99.0,Programming,1.0,Software,2.3,2.8,113,False,60000.0
525,2019.0,Female,22.0,2018.0,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,No,Engaged,No,Family,No,No,Poor,8.0,2.0,1.0,3.0,70.0,Web development skill(Frontend),2.0,Machine Learning / Deep Learning,3.87,3.6,141,False,70000.0
526,2020.0,Male,22.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,Yes,Poor,3.0,3.0,2.0,4.0,37.0,Programming,1.0,Artificial Intelligence,3.24,3.5,27,False,20250.0
527,2021.0,Male,19.0,2020.0,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,Single,No,Family,No,No,Good,2.0,3.3475298126064734,0.0,3.0,85.0,Programming,2.0,Software,3.65,3.39,11,False,25000.0
528,2021.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,3.0,5.0,2.0,3.0,80.0,"Programming, Networking, Digital",2.0,Networking,3.52,3.5,21,False,25000.0
529,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2.0,3.0,1.0,2.0,95.0,Programming,4.0,Data Science,2.73,2.73,11,False,21000.0
530,2021.0,Male,24.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Excellent,3.0,3.0,4.0,1.0,90.0,Programming,2.0,Machine Learning / Deep Learning,3.79,3.88,23,True,13000.0
531,2019.0,Female,23.0,2016.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Engaged,No,Bachelor,No,No,Poor,11.0,2.5,2.0,1.0,70.0,Nothing,0.0,Machine Learning / Deep Learning,3.96,3.91,116,False,30000.0
533,2022.0,Female,21.0,2020.0,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Good,2.0,7.0,2.0,0.5,100.0,Programming,2.0,Software,3.4,3.4,12,False,15000.0
534,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,11.0,2.5,4.5,1.0,90.0,"Programming, Software Development",2.0,Software,3.49,3.39,126,False,20000.0
535,2022.0,Male,23.0,2020.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Excellent,2.0,6.0,2.0,1.0,100.0,Programming,2.0,Software,3.85,3.85,12,False,30000.0
536,2020.0,Male,21.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Poor,8.0,4.0,2.0,1.0,90.0,Web development skill(Frontend),2.0,Software,2.02,2.4,71,False,35000.0
537,2021.0,Female,26.0,2014.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Married,No,Family,No,No,Poor,3.0,5.5,3.5,3.0,50.0,Programming,2.0,Software,3.89,3.38,23,False,80000.0
538,2022.0,Male,22.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2.0,2.5,1.0,1.0,90.0,Its on learning,3.0,Software,3.93,3.93,12,False,55000.0
539,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2.0,5.0,2.0,2.0,99.0,Programming,1.0,Machine Learning / Deep Learning,3.9,0.0,11,False,20000.0
540,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Good,2.0,3.0,3.0,3.0,95.0,Programming,1.0,Software,3.47,3.47,12,False,30000.0
541,2022.0,Female,20.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,2.0,2.5,2.0,2.0,90.0,Graphics designing,1.0,Software,3.7,3.39,12,False,30000.0
542,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Poor,2.0,4.5,2.0,2.0,100.0,Programming,2.0,Networking,3.45,0.0,11,False,20000.0
543,2022.0,Male,22.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Good,2.0,3.0,2.0,2.0,98.0,Programming,1.0,Software,3.73,3.73,11,False,75000.0
544,2021.0,Male,21.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,Yes,Good,3.0,4.0,4.0,2.0,95.0,"Programming, Web development",3.0,Data Science,3.73,3.68,26,False,35000.0
545,2022.0,Female,22.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,2.0,3.0,2.0,1.0,95.0,"Programming, Networking",2.0,Networking,3.65,0.0,11,True,20000.0
546,2022.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2.0,4.5,2.0,3.0,100.0,Programming,2.0,Software,3.45,3.39,11,False,35000.0
547,2022.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,2.0,4.5,2.0,3.0,100.0,Programming,2.0,Software,2.58,3.39,11,False,35000.0
548,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Online,Yes,No,Advance,Yes,No,Yes,Single,No,Bachelor,Yes,No,Poor,3.0,4.5,4.5,2.0,98.0,Programming,5.0,Networking,1.87,3.5,32,False,20000.0
549,2020.0,Male,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,7.0,1.0,1.0,2.0,93.0,"Programming, Software Development",1.0,Artificial Intelligence,0.0,0.0,0,False,40000.0
550,2020.0,Female,20.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Excellent,7.0,4.0,2.0,1.0,98.0,Programming,3.0,Artificial Intelligence,3.96,3.99,76,False,25000.0
551,2019.0,Male,22.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,Yes,No,Good,8.0,4.0,2.0,1.0,90.0,working on web,2.0,Software,3.68,3.73,84,False,25000.0
552,2019.0,Male,20.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,No,Married,Yes,Bachelor,No,No,Poor,9.0,5.0,2.0,10.0,50.0,Programming,2.0,Networking,0.35,2.3,90,False,50000.0
553,2019.0,Male,22.0,2017.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,9.0,4.0,2.0,4.0,90.0,"Programming, Software Development",2.0,Data Science,2.04,2.86,93,False,50000.0
554,2020.0,Male,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,8.0,0.5,1.0,2.0,100.0,"Programming, Web development",1.0,Software,3.74,3.67,90,False,30000.0
555,2020.0,Female,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,8.0,4.5,2.5,2.0,95.0,Programming,1.0,Software,3.75,3.75,110,False,23000.0
556,2020.0,Female,22.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8.0,2.0,3.0,1.0,90.0,Programming,2.0,Data Science,3.3,3.26,86,False,50000.0
557,2019.0,Male,23.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Good,8.0,5.0,3.0,4.0,98.0,Programming,3.0,Networking,3.72,3.45,90,False,25000.0
558,2019.0,Male,24.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,8.0,4.0,2.0,2.0,88.0,Programming,2.0,Machine Learning / Deep Learning,3.21,3.39,85,False,40000.0
559,2020.0,Female,21.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Married,Yes,Family,No,No,Average,7.0,1.0,1.0,2.0,100.0,Nothing much,0.0,Data Science,3.64,3.65,76,False,60000.0
560,2020.0,Female,22.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,Yes,No,Average,8.0,3.3475298126064734,1.0,5.0,90.0,"E-commerce, Digital marketing",2.0,Networking,2.86,3.42,87,False,50000.0
561,2019.0,Male,22.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,8.0,4.0,2.0,1.0,90.0,Programming,2.0,Data Science,3.78,3.88,93,False,30000.0
562,2016.0,Male,24.0,2014.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,13.0,5.0,4.0,5.0,99.0,Software Development skill,2.0,Artificial Intelligence,2.66,2.76,115,False,50000.0
563,2020.0,Female,21.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Married,Yes,Family,No,No,Average,8.0,2.0,2.0,3.0,90.0,Programming,1.0,Networking,3.04,2.87,85,False,100000.0
564,2020.0,Male,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,8.0,1.5,1.5,4.0,80.0,Programming,1.0,Networking,1.76,2.55,64,False,35000.0
565,2020.0,Male,22.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Good,8.0,3.0,3.0,2.0,98.0,"Programming, Web development",2.0,"Software, Blockchain Engineering",3.15,3.71,84,False,5000.0
566,2020.0,Male,22.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8.0,2.0,2.0,1.0,100.0,"Programming, Software Development",4.0,Machine Learning / Deep Learning,4.0,3.62,86,False,50000.0
567,2022.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,2.0,3.0,1.0,2.0,100.0,Programming,3.0,Software,3.58,3.58,14,False,45000.0
568,2022.0,Male,21.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Good,8.0,6.0,2.0,2.0,95.0,Programming,3.0,Software,3.4,3.4,11,False,30000.0
569,2020.0,Male,22.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Advance,Yes,No,No,Single,No,Family,Yes,No,Poor,8.0,2.0,1.0,16.0,78.0,"Programming, Cyber security,",2.0,Data Science,2.44,2.77,76,False,30000.0
570,2020.0,Male,22.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Excellent,7.0,6.0,3.0,1.0,97.0,"Programming, Web development",1.0,Data Science,3.94,3.91,75,False,40000.0
571,2018.0,Male,24.0,2016.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Average,10.0,30.0,1.0,0.5,80.0,Teaching,0.0,Teaching,3.0,2.85,90,False,50000.0
572,2020.0,Female,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Engaged,No,Family,Yes,No,Average,8.0,1.0,1.0,3.0,85.0,Programming,1.0,Data Science,3.32,3.27,88,False,50000.0
573,2022.0,Male,22.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Average,2.0,2.0,1.0,5.0,90.0,Programming,2.0,Software,2.8,2.8,11,False,30000.0
574,2020.0,Female,22.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,6.0,3.5,2.0,3.0,99.0,Web development skill(Frontend),2.0,Artificial Intelligence,3.39,3.33,70,False,40000.0
576,2017.0,Female,26.0,2013.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Average,11.0,1.0,1.0,1.0,100.0,Networking,2.0,Networking,3.2,3.44,117,False,40000.0
577,2020.0,Female,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,2022.0,2.0,5.0,2.0,95.0,Programming,1.0,Data Science,3.31,2.9,70,False,20000.0
578,2018.0,Male,23.0,2017.0,BCSE,No,Yes,Online,No,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Average,14.0,5.5,2.0,4.0,80.0,"Programming, Web development",1.0,UI/UX,2.96,3.06,136,False,18000.0
579,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,2.0,3.0,2.0,4.0,100.0,Programming,2.0,Software,3.68,3.68,11,False,35000.0
580,2022.0,Female,20.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Poor,2.0,4.0,2.0,6.0,100.0,Programming,2.0,Networking,0.0,3.78,11,False,4000.0
581,2020.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Good,7.0,4.0,3.0,1.0,95.0,Programming,3.0,Data Science,3.87,3.68,86,False,15000.0
583,2022.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,2.0,3.0,2.0,1.0,100.0,Programming,1.0,Software,3.9,3.9,11,False,20000.0
584,2018.0,Male,24.0,2017.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Engaged,No,Family,No,No,Average,13.0,2.5,2.0,2.0,90.0,"Web development skill(Backend),",4.0,Artificial Intelligence,2.65,2.97,130,False,25000.0
585,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,8.0,2.0,1.0,3.0,100.0,"Programming, Cyber security",1.0,Cybersecurity ,3.29,3.65,100,False,100000.0
586,2020.0,Female,20.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8.0,3.5,2.0,2.0,97.0,Web development skill(Frontend),2.0,Machine Learning / Deep Learning,3.14,3.62,95,False,48400.0
587,2017.0,Male,24.0,2016.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,Yes,Yes,Single,No,Family,Yes,No,Poor,17.0,4.5,2.0,8.0,80.0,"Programming, Software Development",10.0,UI/UX,3.15,3.39,140,False,30000.0
588,2020.0,Female,21.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,8.0,2.0,2.0,2.0,100.0,Web development skill(Frontend),3.0,Software,3.46,3.55,88,False,80000.0
589,2020.0,Female,22.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,8.0,1.5,1.0,3.0,99.0,Software Development skill,0.0,Software,3.32,3.17,85,False,40000.0
590,2020.0,Female,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,2022.0,3.5,1.0,4.0,95.0,Programming,2.0,Data Science,3.21,3.36,76,False,25000.0
591,2022.0,Male,19.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,2.0,5.5,2.0,1.5,100.0,Programming,4.0,Artificial Intelligence,3.93,3.93,11,False,15000.0
592,2019.0,Male,24.0,2017.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Excellent,11.0,6.0,2.0,1.0,90.0,"Programming, Web development",3.0,Networking,3.94,3.76,130,True,40000.0
593,2021.0,Female,22.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,3.0,4.0,4.0,3.0,95.0,Programming,2.0,Software,2.87,2.31,24,False,200000.0
594,2021.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Good,5.0,3.0,3.0,2.0,100.0,Programming,2.0,Software,3.31,3.27,49,False,30000.0
595,2022.0,Female,19.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,Yes,Excellent,2.0,5.0,2.0,1.0,99.0,Programming,1.0,Data Science,4.0,4.0,11,False,35000.0
596,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2.0,0.0,0.0,4.0,100.0,Programming,1.0,Data Science,4.6,4.6,12,False,20000.0
597,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,Yes,No,Poor,3.0,1.0,1.0,2.0,75.0,Programming,1.0,Machine Learning / Deep Learning,2.08,2.68,20,False,50000.0
598,2021.0,Female,22.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,No,Family,No,No,Poor,3.0,6.0,2.0,3.0,80.0,Programming,2.0,Software,2.62,2.64,18,True,5000.0
599,2022.0,Male,19.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2022.0,2.0,1.0,12.0,100.0,"Programming, Web development",2.0,Machine Learning / Deep Learning,3.89,3.89,12,False,35000.0
600,2018.0,Female,23.0,2016.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,No,Family,No,No,Poor,14.0,2.0,1.0,20.0,70.0,Networking,1.0,Machine Learning / Deep Learning,2.75,2.88,111,False,70000.0
601,2020.0,Male,22.0,2018.0,BCSE,No,No,Online,No,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Excellent,8.0,7.5,2.0,2.0,98.0,"Programming, Software Development",3.0,Data Science,4.0,3.97,87,False,30000.0
602,2020.0,Male,22.0,2018.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,8.0,3.0,2.0,2.0,95.0,"Programming, Web development",2.0,Software,3.57,3.57,90,False,40000.0
603,2020.0,Female,22.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Good,8.0,2.5,2.0,2.0,98.0,Software Development skill,0.0,Software,3.19,3.41,90,False,20000.0
604,2019.0,Male,23.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,11.0,8.5,5.0,1.5,99.0,"Programming, Web development",3.0,Software,3.6,3.9,130,False,20000.0
605,2020.0,Female,20.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Poor,7.0,6.0,2.0,6.0,85.0,Software Development skill,3.0,Machine Learning / Deep Learning,2.88,2.88,68,False,100000.0
606,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,No,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,2.0,3.0,2.0,6.0,90.0,Programming,2.0,Software,2.74,2.74,23,False,20000.0
607,2021.0,Female,20.0,2019.0,BCSE,No,Yes,Offline,Yes,No,Basic,Yes,No,No,Single,No,Family,No,No,Poor,3.0,5.0,3.0,3.0,50.0,Programming,3.0,Hardware,1.41,2.55,25,False,10000.0
608,2019.0,Female,22.0,2017.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,11.0,5.0,2.0,3.0,100.0,Web development skill(Frontend),2.0,Machine Learning / Deep Learning,3.42,3.32,122,False,40000.0
609,2019.0,Female,22.0,2017.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,11.0,5.0,2.0,3.0,99.0,Web development skill(Frontend),2.0,Machine Learning / Deep Learning,3.1,3.08,118,False,40000.0
610,2020.0,Male,21.0,2019.0,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Average,8.0,1.5,2.0,3.0,90.0,"Programming, Web development",2.0,Machine Learning / Deep Learning,3.96,3.86,87,False,120000.0
611,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,2.0,3.5,2.0,2.0,70.0,Programming,1.0,Data Science,3.29,3.29,11,False,37000.0
612,2022.0,Female,22.0,2017.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Excellent,2022.0,3.0,3.0,3.0,100.0,Programming,2.0,Software,3.75,3.75,12,False,50000.0
613,2020.0,Female,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Excellent,8.0,5.0,2.0,2.0,100.0,"Programming, Web development",2.0,Software,3.66,3.8,87,False,50000.0
615,2019.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8.0,4.5,2.5,1.0,90.0,"Cyber security, Networking",2.0,Networking,3.88,3.71,92,False,30000.0
616,2020.0,Male,22.0,2018.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Good,8.0,2.0,2.0,1.0,90.0,Programming,2.0,Data Science,4.0,3.89,75,False,30000.0
618,2018.0,Male,25.0,2016.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,Yes,Yes,Yes,Single,No,Family,No,No,Poor,13.0,2.0,2.0,3.0,90.0,Programming,2.0,Artificial Intelligence,2.4,2.41,86,False,50000.0
620,2021.0,Female,22.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Married,No,Family,Yes,No,Average,2.0,4.0,2.0,3.0,80.0,Programming,2.0,Networking,2.86,2.86,15,False,50000.0
621,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Average,3.0,1.0,1.0,3.0,80.0,Programming,0.0,UI/UX,2.63,3.07,27,False,25000.0
622,2020.0,Female,21.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Good,8.0,3.0,2.0,1.0,96.0,Web development skill(Backend),2.0,Machine Learning / Deep Learning,3.48,3.74,87,False,20000.0
623,2022.0,Male,19.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,2.0,1.5,1.0,4.0,99.0,Programming,1.0,Artificial Intelligence,3.75,3.75,12,False,30000.0
624,2019.0,Male,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8.0,2.5,2.0,1.0,95.0,Programming,2.0,Artificial Intelligence,3.94,3.88,90,False,30000.0
625,2022.0,Female,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,1.0,2.0,1.0,5.0,100.0,Networking,1.0,Software,0.0,0.0,00,False,40000.0
626,2022.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2022.0,2.0,1.0,2.0,99.0,"Programming, Web development",2.0,Artificial Intelligence,4.0,4.0,13,False,25000.0
627,2020.0,Female,21.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Engaged,No,Family,Yes,No,Average,8.0,2.5,2.0,2.0,80.0,Web development skill(Backend),1.0,Networking,3.5,3.63,87,False,90000.0
628,2022.0,Male,19.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2.0,3.3475298126064734,1.0,2.0,85.0,Cyber security,1.0,Software,1.91,1.75,6,False,300000.0
629,2022.0,Male,20.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,2.0,2.5,2.5,1.0,90.0,i don't,1.0,Artificial Intelligence,3.85,3.85,11,False,30000.0
630,2020.0,Male,22.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,8.0,1.0,1.0,2.0,95.0,Video editing and,2.0,Machine Learning / Deep Learning,1.97,2.77,70,False,40000.0
631,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2.0,2.0,1.0,2.0,98.0,Programming,3.0,Networking,3.51,3.51,11,False,40000.0
632,2022.0,Male,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,2.0,3.0,2.0,2.0,95.0,Programming,2.0,Artificial Intelligence,3.85,3.85,11,False,20000.0
633,2022.0,Female,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Average,2.0,3.0,3.0,5.0,90.0,Programming,2.0,Software,4.0,4.0,11,False,50000.0
634,2022.0,Male,19.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Good,2.0,4.0,2.0,0.75,90.0,Programming,1.0,Artificial Intelligence,3.21,3.21,11,False,40000.0
635,2020.0,Female,22.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,8.0,3.0,2.0,2.0,95.0,"Software Development skill,",2.0,Networking,3.15,3.65,84,False,50000.0
